ID	fileName	fileNamePE	experiment	tissue	condition	replicate	lane	merge	input	pairedEnd	macsGroup	phredScore	adapter	trimQuality	adapterPE	trimQualityPE
SRR502637			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_SPT20_std		2	SRX150694	NA	false						
SRR502638			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_BHLHE40_(NB100-1800)_IgG-rab		2	SRX150695	NA	false						
SRR502639			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_BHLHE40_(NB100-1800)_IgG-rab		1	SRX150695	NA	false						
SRR502640			SRP007993	PANC-1 -;- pancreatic carcinoma, (PMID: 1140870) PANC-1 was established from a pancreatic carcinoma, which was extracted via pancreatico-duodenectomy specimen from a 56-year-old Caucasian individual. Malignancy of this cell line was verified via in vitro and in vivo assays. -;- endoderm	USC_ChipSeq_PANC-1_Input_UCDavis		1		input	false						
SRR502641			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Input_IgG-rab		1		input	false						
SRR502642			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_HNF4A_std		2	SRX150698	NA	false						
SRR502643			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_HNF4A_std		1	SRX150698	NA	false						
SRR502644			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_GRp20_std		1	SRX150699	NA	false						
SRR502645			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_GRp20_std		2	SRX150699	NA	false						
SRR502646			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_ERRA_std		2	SRX150700	NA	false						
SRR502647			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_ERRA_std		1	SRX150700	NA	false						
SRR502648			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_CEBPB_std		2	SRX150701	NA	false						
SRR502649			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_CEBPB_std		1	SRX150701	NA	false						
SRR502650			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_PGC1A_std		1	SRX150702	NA	false						
SRR502651			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_PGC1A_std		2	SRX150702	NA	false						
SRR502652			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Rad21_IgG-rab		2	SRX150703	NA	false						
SRR502653			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Rad21_IgG-rab		1	SRX150703	NA	false						
SRR502654			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	USC_ChipSeq_HeLa-S3_TCF7L2_C9B9_(2565)_UCDavis		1	SRX150704	NA	false						
SRR502655			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	USC_ChipSeq_HeLa-S3_TCF7L2_C9B9_(2565)_UCDavis		2	SRX150704	NA	false						
SRR502656			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_HSF1_std		1	SRX150705	NA	false						
SRR502657			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_HSF1_std		2	SRX150705	NA	false						
SRR502658			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_insulin_SREBP1_std		3	SRX150706	NA	false						
SRR502659			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_insulin_SREBP1_std		2	SRX150706	NA	false						
SRR502660			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_insulin_SREBP1_std		1	SRX150706	NA	false						
SRR502661			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_Pol2_std		1	SRX150707	NA	false						
SRR502662			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_forskolin_Pol2_std		2	SRX150707	NA	false						
SRR502663			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_Input_IgG-rab		1	SRX150708	input	false						
SRR502664			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_Input_IgG-rab		2	SRX150708	input	false						
SRR502665			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_CEBPB_IgG-rab		1	SRX150709	NA	false						
SRR502666			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_CEBPB_IgG-rab		2	SRX150709	NA	false						
SRR502667			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Input_IgG-mus		1	SRX150710	input	false						
SRR502668			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Input_IgG-mus		2	SRX150710	input	false						
SRR502669			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Pol2_IgG-mus		1	SRX150711	NA	false						
SRR502670			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Pol2_IgG-mus		2	SRX150711	NA	false						
SRR502671			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Brg1_IgG-mus		2	SRX150712	NA	false						
SRR502672			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Brg1_IgG-mus		1	SRX150712	NA	false						
SRR502673			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Ini1_IgG-mus		2	SRX150713	NA	false						
SRR502674			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Ini1_IgG-mus		1	SRX150713	NA	false						
SRR502675			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_Ini1_IgG-mus		2	SRX150714	NA	false						
SRR502676			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_Ini1_IgG-mus		1	SRX150714	NA	false						
SRR502677			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_Ini1_IgG-mus		3	SRX150714	NA	false						
SRR502678			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_Nrf1_IgG-mus		2	SRX150715	NA	false						
SRR502679			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_Nrf1_IgG-mus		1	SRX150715	NA	false						
SRR502680			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_BAF155_IgG-mus		3	SRX150716	NA	false						
SRR502681			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_BAF155_IgG-mus		1	SRX150716	NA	false						
SRR502682			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_BAF155_IgG-mus		2	SRX150716	NA	false						
SRR502683			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_BAF170_IgG-mus		3	SRX150717	NA	false						
SRR502684			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_BAF170_IgG-mus		2	SRX150717	NA	false						
SRR502685			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_BAF170_IgG-mus		1	SRX150717	NA	false						
SRR502686			SRP007993	GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM10847_Input_IgG-mus		1	SRX150718	input	false						
SRR502687			SRP007993	GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM10847_Input_IgG-mus		2	SRX150718	input	false						
SRR502688			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_Pol2_IgG-mus		3	SRX150719	NA	false						
SRR502689			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_Pol2_IgG-mus		1	SRX150719	NA	false						
SRR502690			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_Pol2_IgG-mus		2	SRX150719	NA	false						
SRR502691			SRP007993	MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm	Harvard_ChipSeq_MCF10A-Er-Src_Input_std		1		input	false						
SRR502692			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_UBTF_(SAB1404509)_IgG-mus		2	SRX150721	NA	false						
SRR502693			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_UBTF_(SAB1404509)_IgG-mus		1	SRX150721	NA	false						
SRR502694			SRP007993	NB4 -;- acute promyelocytic leukemia cell line. (PMID: 1995093) -;- mesoderm	Stanford_ChipSeq_NB4_c-Myc_std		2	SRX150722	NA	false						
SRR502695			SRP007993	NB4 -;- acute promyelocytic leukemia cell line. (PMID: 1995093) -;- mesoderm	Stanford_ChipSeq_NB4_c-Myc_std		1	SRX150722	NA	false						
SRR502696			SRP007993	NB4 -;- acute promyelocytic leukemia cell line. (PMID: 1995093) -;- mesoderm	Stanford_ChipSeq_NB4_Max_std		1	SRX150723	NA	false						
SRR502697			SRP007993	NB4 -;- acute promyelocytic leukemia cell line. (PMID: 1995093) -;- mesoderm	Stanford_ChipSeq_NB4_Max_std		2	SRX150723	NA	false						
SRR502698			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Pol2(phosphoS2)_std		1	SRX150724	NA	false						
SRR502699			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Pol2(phosphoS2)_std		2	SRX150724	NA	false						
SRR502700			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_USF2_IgG-rab		2	SRX150725	NA	false						
SRR502701			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_USF2_IgG-rab		1	SRX150725	NA	false						
SRR502702			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Rad21_IgG-rab		2	SRX150726	NA	false						
SRR502703			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Rad21_IgG-rab		1	SRX150726	NA	false						
SRR502704			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Nrf1_IgG-rab		2	SRX150727	NA	false						
SRR502705			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Nrf1_IgG-rab		1	SRX150727	NA	false						
SRR502706			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_JunD_IgG-rab		2	SRX150728	NA	false						
SRR502707			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_JunD_IgG-rab		1	SRX150728	NA	false						
SRR502708			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_IRF3_IgG-rab		1	SRX150729	NA	false						
SRR502709			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_IRF3_IgG-rab		2	SRX150729	NA	false						
SRR502710			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_IRF3_IgG-mus		1	SRX150730	NA	false						
SRR502711			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_IRF3_IgG-mus		2	SRX150730	NA	false						
SRR502712			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_NF-E2_(SC-22827)_std		1	SRX150731	NA	false						
SRR502713			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_NF-E2_(SC-22827)_std		2	SRX150731	NA	false						
SRR502714			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_TBLR1_(ab24550)_IgG-mus		2	SRX150732	NA	false						
SRR502715			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_TBLR1_(ab24550)_IgG-mus		1	SRX150732	NA	false						
SRR568121			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_ZNF384_(HPA004051)_IgG-mus		2	SRX186607	NA	false						
SRR568122			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_ZNF384_(HPA004051)_IgG-mus		1	SRX186607	NA	false						
SRR568123			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_SREBP2_IgG-rab		2	SRX186608	NA	false						
SRR568124			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_SREBP2_IgG-rab		1	SRX186608	NA	false						
SRR568125			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_CDP_(sc-6327)_IgG-mus		2	SRX186609	NA	false						
SRR568126			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_CDP_(sc-6327)_IgG-mus		1	SRX186609	NA	false						
SRR568127			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_ERRA_IgG-rab		1	SRX186610	NA	false						
SRR568128			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_ERRA_IgG-rab		2	SRX186610	NA	false						
SRR568129			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_CTCF_(SC-15914)_IgG-rab		2	SRX186611	NA	false						
SRR568130			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_CTCF_(SC-15914)_IgG-rab		1	SRX186611	NA	false						
SRR568131			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_c-Myc_IgG-rab		1	SRX186612	NA	false						
SRR568132			SRP007993	A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), "This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male." - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_A549_c-Myc_IgG-rab		2	SRX186612	NA	false						
SRR568133			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_GATA1_(SC-266)_IgG-mus		1	SRX186613	NA	false						
SRR568134			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_GATA1_(SC-266)_IgG-mus		2	SRX186613	NA	false						
SRR568135			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_c-Jun_IgG-rab		1	SRX186614	NA	false						
SRR568136			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_c-Jun_IgG-rab		2	SRX186614	NA	false						
SRR568137			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_ZC3H11A_(NB100-74650)_IgG-rab		2	SRX186615	NA	false						
SRR568138			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_ZC3H11A_(NB100-74650)_IgG-rab		1	SRX186615	NA	false						
SRR568139			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_ZNF-MIZD-CP1_(ab65767)_IgG-rab		1	SRX186616	NA	false						
SRR568140			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_ZNF-MIZD-CP1_(ab65767)_IgG-rab		2	SRX186616	NA	false						
SRR568141			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_COREST_(sc-30189)_IgG-rab		2	SRX186617	NA	false						
SRR568142			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_COREST_(sc-30189)_IgG-rab		1	SRX186617	NA	false						
SRR568143			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_MAZ_(ab85725)_IgG-rab		1	SRX186618	NA	false						
SRR568144			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_MAZ_(ab85725)_IgG-rab		2	SRX186618	NA	false						
SRR568145			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Mxi1_(AF4185)_IgG-rab		1	SRX186619	NA	false						
SRR568146			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Mxi1_(AF4185)_IgG-rab		2	SRX186619	NA	false						
SRR568147			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_RFX5_(200-401-194)_IgG-rab		1	SRX186620	NA	false						
SRR568148			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_RFX5_(200-401-194)_IgG-rab		2	SRX186620	NA	false						
SRR568149			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_MafK_(ab50322)_IgG-mus		2	SRX186621	NA	false						
SRR568150			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_MafK_(ab50322)_IgG-mus		1	SRX186621	NA	false						
SRR568151			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_SREBP1_IgG-rab		1	SRX186622	NA	false						
SRR568152			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_SREBP1_IgG-rab		2	SRX186622	NA	false						
SRR568153			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_HCFC1_(NB100-68209)_IgG-rab		2	SRX186623	NA	false						
SRR568154			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_HCFC1_(NB100-68209)_IgG-rab		1	SRX186623	NA	false						
SRR568155			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	USC_ChipSeq_H1-hESC_ZNF274_(M01)_UCDavis		3	SRX186624	NA	false						
SRR568156			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	USC_ChipSeq_H1-hESC_ZNF274_(M01)_UCDavis		2	SRX186624	NA	false						
SRR568157			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	USC_ChipSeq_H1-hESC_ZNF274_(M01)_UCDavis		1	SRX186624	NA	false						
SRR568158			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_ELK1_(1277-1)_IgG-rab		2	SRX186625	NA	false						
SRR568159			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_ELK1_(1277-1)_IgG-rab		1	SRX186625	NA	false						
SRR568160			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_ZNF384_(HPA004051)_IgG-rab		2	SRX186626	NA	false						
