run_accession	experiment_accession	sample_accession	study_accession	sample	series_id	library_strategy	platform	library_layout	pairedEnd	taxon_id	sample_name	experiment_title	experiment_name	sample_attribute	characteristics_ch1	sa_tissue	ch1_tissue	sa_antibody	ch1_antibody	sa_gene	ch1_gene	sa_treatment	ch1_treatment
SRR502505	SRX150630	SRS336022	SRP007993	GSM935551	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935551: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std	Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std	GSM935551: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std	source_name: MCF10A-Er-Src || biomaterial_provider: Struhl laboratory || lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct_12hr || treatment description: 12 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001869 || replicate: 1	lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct_12hr || treatment description: 12 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001869 || replicate: 1	MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm	NA	STAT3	STAT3	NA	NA	EtOH_0.01pct_12hr -;- 12 h with 0.01% Ethanol (Snyder)	EtOH_0.01pct_12hr
SRR502506	SRX150630	SRS336022	SRP007993	GSM935551	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935551: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std	Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std	GSM935551: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std	source_name: MCF10A-Er-Src || biomaterial_provider: Struhl laboratory || lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct_12hr || treatment description: 12 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001869 || replicate: 1	lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct_12hr || treatment description: 12 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001869 || replicate: 1	MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm	NA	STAT3	STAT3	NA	NA	EtOH_0.01pct_12hr -;- 12 h with 0.01% Ethanol (Snyder)	EtOH_0.01pct_12hr
SRR502517	SRX150636	SRS336028	SRP007993	GSM935557	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935557: Stanford_ChipSeq_GM12878_STAT3_IgG-mus	Stanford_ChipSeq_GM12878_STAT3_IgG-mus	GSM935557: Stanford_ChipSeq_GM12878_STAT3_IgG-mus	source_name: GM12878 || biomaterial_provider: Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM12878 || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: None || treatment description: No special treatment or protocol applies || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || controlid: wgEncodeEH000706 || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: None || treatment description: No special treatment or protocol applies || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || controlid: wgEncodeEH000706 || replicate: 1	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	NA	STAT3	STAT3	NA	NA	None -;- No special treatment or protocol applies	None
SRR502518	SRX150636	SRS336028	SRP007993	GSM935557	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935557: Stanford_ChipSeq_GM12878_STAT3_IgG-mus	Stanford_ChipSeq_GM12878_STAT3_IgG-mus	GSM935557: Stanford_ChipSeq_GM12878_STAT3_IgG-mus	source_name: GM12878 || biomaterial_provider: Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM12878 || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: None || treatment description: No special treatment or protocol applies || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || controlid: wgEncodeEH000706 || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: None || treatment description: No special treatment or protocol applies || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || control: IgG-mus || control description: Input signal from Normal Mouse IgG ChIP-seq. || controlid: wgEncodeEH000706 || replicate: 1	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	NA	STAT3	STAT3	NA	NA	None -;- No special treatment or protocol applies	None
SRR502531	SRX150643	SRS336035	SRP007993	GSM935564	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935564: Stanford_ChipSeq_GM12878_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM12878_TNFa_Input_IgG-rab	GSM935564: Stanford_ChipSeq_GM12878_TNFa_Input_IgG-rab	source_name: GM12878 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH002034 || labversion: remapped from hg18 || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH002034 || labversion: remapped from hg18 || replicate: 1	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	NA	Input	Input	NA	NA	TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	TNFa
SRR502532	SRX150643	SRS336035	SRP007993	GSM935564	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935564: Stanford_ChipSeq_GM12878_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM12878_TNFa_Input_IgG-rab	GSM935564: Stanford_ChipSeq_GM12878_TNFa_Input_IgG-rab	source_name: GM12878 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH002034 || labversion: remapped from hg18 || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM12878 || cell organism: human || cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH002034 || labversion: remapped from hg18 || replicate: 1	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	NA	Input	Input	NA	NA	TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	TNFa
SRR502576	SRX150665	SRS336057	SRP007993	GSM935586	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935586: USC_ChipSeq_HEK293_Input_UCDavis	USC_ChipSeq_HEK293_Input_UCDavis	GSM935586: USC_ChipSeq_HEK293_Input_UCDavis	source_name: HEK293 || biomaterial_provider: ATCC || biomaterial_type: immortalized cell line || lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || line: HEK293 || cell organism: human || cell description: embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) || cell karyotype: normal || cell lineage: mesoderm || cell sex: U || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH001777	lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HEK293 || cell organism: human || cell description: embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) || cell karyotype: normal || cell lineage: mesoderm || cell sex: U || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH001777	HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm	NA	Input	Input	NA	NA	None -;- No special treatment or protocol applies	None
SRR502585	SRX150670	SRS336062	SRP007993	GSM935591	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935591: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std	Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std	GSM935591: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std	source_name: MCF10A-Er-Src || biomaterial_provider: Struhl laboratory || lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct || treatment description: 36 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001782 || replicate: 1	lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct || treatment description: 36 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001782 || replicate: 1	MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm	NA	STAT3	STAT3	NA	NA	EtOH_0.01pct -;- 36 h with 0.01% Ethanol (Snyder)	EtOH_0.01pct
SRR502586	SRX150670	SRS336062	SRP007993	GSM935591	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935591: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std	Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std	GSM935591: Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std	source_name: MCF10A-Er-Src || biomaterial_provider: Struhl laboratory || lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct || treatment description: 36 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001782 || replicate: 1	lab: Harvard || lab description: Struhl - Harvard University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: MCF10A-Er-Src || cell organism: human || cell description: mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) || cell karyotype: normal || cell lineage: ectoderm || cell sex: F || treatment: EtOH_0.01pct || treatment description: 36 h with 0.01% Ethanol (Snyder) || antibody: STAT3 || antibody antibodydescription: Rabbit polyclonal; epitope mapping at the C-terminus of Stat3 of mouse origin. Antibody Target: STAT3 || antibody targetdescription: Member of STAT family. After phosphorylation in response to cytokines and growth factors (including IFNs, EGF, IL5, IL6, HGF, LIF and BMP2), forms homo- or heterodimers that translocate to nucleus and activate transcription. Activates expression of a variety of genes with roles in processes such as cell growth and apoptosis. || antibody vendorname: Santa Cruz Biotech || antibody vendorid: sc-482 || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH001782 || replicate: 1	MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm	NA	STAT3	STAT3	NA	NA	EtOH_0.01pct -;- 36 h with 0.01% Ethanol (Snyder)	EtOH_0.01pct
SRR502589	SRX150672	SRS336064	SRP007993	GSM935593	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935593: USC_ChipSeq_PBDE_Input_UCDavis	USC_ChipSeq_PBDE_Input_UCDavis	GSM935593: USC_ChipSeq_PBDE_Input_UCDavis	source_name: PBDE || biomaterial_provider: Farnham lab || lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: PBDE || cell organism: human || cell description: peripheral blood-derived erythroblasts || cell lineage: mesoderm || cell sex: M || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH001778	lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: PBDE || cell organism: human || cell description: peripheral blood-derived erythroblasts || cell lineage: mesoderm || cell sex: M || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH001778	PBDE -;- peripheral blood-derived erythroblasts -;- mesoderm	NA	Input	Input	NA	NA	None -;- No special treatment or protocol applies	None
SRR502606	SRX150680	SRS336072	SRP007993	GSM935601	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935601: USC_ChipSeq_K562_Input_UCDavis	USC_ChipSeq_K562_Input_UCDavis	GSM935601: USC_ChipSeq_K562_Input_UCDavis	source_name: K562 || biomaterial_provider: ATCC || biomaterial_type: immortalized cell line || lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || line: K562 || cell organism: human || cell description: leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC || cell karyotype: cancer || cell lineage: mesoderm || cell sex: F || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH000672 || labversion: Illumina 2.0, low confidence sequences excluded	lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: K562 || cell organism: human || cell description: leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC || cell karyotype: cancer || cell lineage: mesoderm || cell sex: F || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH000672 || labversion: Illumina 2.0, low confidence sequences excluded	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	NA	Input	Input	NA	NA	None -;- No special treatment or protocol applies	None
